"Date","RowNum","Num","Rep","RowNumNumRep","bud1.spur1","bud2.spur1","bud1.spur2","bud2.spur2","diam.spur1","diam.spur2","dist.spur2","dist.spur1","notes","days","Var"
NA,17,3,"R1","17.3.R1",4.64,4.24,NA,NA,5.91,NA,NA,7.35,"only 1 spur",NA,"Alicante Bouchet"
NA,34,1,"R3","34.1.R3",4.8,4.29,NA,NA,6.37,NA,NA,11.48,"only 1 spur",NA,"Macabeo"
NA,32,3,"R2","32.3.R2",5.15,2.69,2.65,4.44,6.57,3.89,31,7.86,"green growth",NA,"Zinfandel/Primitivo"
NA,22,7,"R8","22.7.R8",3.69,2.87,4.17,4.2,5.09,6.44,6.68,6.76,"",NA,"Furmint"
NA,17,3,"R6","17.3.R6",1.73,2.04,4.33,4.16,1.75,5.87,5.65,4.98,"",NA,"Alicante Bouchet"
NA,14,1,"R7","14.1.R7",7.03,3.47,4.53,3.39,4.95,6.4,3.62,10.51,"",NA,"Cabernet Sauvignon"
NA,35,3,"R6","35.3.R6",4.39,4.22,NA,NA,7.29,NA,NA,9.83,"only 1 spur",NA,"Tempranillo"
NA,20,4,"R6","20.4.R6",3.59,4.43,3.42,3.53,4.41,6.32,15.66,27.14,"",NA,"Viognier"
NA,42,7,"R2","42.7.R2",3.39,3.25,2.87,4.42,5.71,6.8,13.98,10.01,"",NA,"Early Muscat"
NA,16,1,"R7","16.1.R7",2.44,3.53,5.4,4.53,6.46,6.12,8.7,15.16,"",NA,"Sauvignon blanc"
NA,17,3,"R2","17.3.R2",5.49,2.86,4.15,4.58,5.37,8.01,5.54,13.45,"",NA,"Alicante Bouchet"
NA,21,9,"R4","21.9.R4",4.33,3.44,NA,NA,4.38,NA,NA,8.52,"only 1 spur",NA,"Gruner Veltiner"
NA,28,7,"R5","28.7.R5",3.2,3.97,3.38,3.11,6.48,5.02,8.31,10.44,"",NA,"Refosco"
NA,14,1,"R5","14.1.R5",4.41,5.33,3.92,3.46,6.75,4.76,10.47,6.06,"",NA,"Cabernet Sauvignon"
NA,27,1,"R1","27.1.R1",3.78,3.25,4.15,4.3,5.25,4.86,24.51,12.5,"",NA,"Coda di Volpe"
NA,20,4,"R4","20.4.R4",2.41,2.11,2.48,2.69,3.6,4.5,53.21,34.97,"",NA,"Viognier"
NA,19,9,"R9","19.9.R9",3.04,2.63,4.12,3.26,5.53,5.52,5.59,20.61,"",NA,"Syrah"
NA,18,1,"R7","18.1.R7",3.84,4.99,NA,NA,6.46,NA,NA,14.63,"only 1 spur",NA,"Cinsault"
NA,44,1,"R6","44.1.R6",4.77,5.66,NA,NA,6.71,NA,NA,15.21,"green growth, only 1 spur",NA,"Ruby Seedless"
NA,18,7,"R1","18.7.R1",2.25,3.05,3.6,4.08,4.89,5.63,8.45,10.46,"",NA,"Marsanne"
NA,39,7,"R8","39.7.R8",2.54,4.84,NA,NA,7.32,NA,NA,18.38,"only 1 spur",NA,"Carnelian"
NA,43,3,"R3","43.3.R3",4.9,3.17,5.29,6.25,6.32,6.63,18.17,15.14,"green growth",NA,"July Muscat"
NA,19,7,"R2","19.7.R2",3.9,3.33,NA,NA,4.58,NA,NA,19.5,"only 1 spur",NA,"Roussanne"
NA,34,7,"R1","34.7.R1",2.52,2.63,NA,NA,5.66,NA,NA,33.07,"green growth, only 1 spur",NA,"Palomino"
NA,18,5,"R1","18.5.R1",4,4.54,5.86,3.6,5.93,7.14,9.34,7.51,"",NA,"Durif1"
NA,12,7,"R6","12.7.R6",5.28,4.84,4.82,3.83,4.93,5.63,3.27,8.02,"",NA,"Gamay Noir"
NA,13,3,"R6","13.3.R6",2.55,1.23,3.78,3.54,15.58,5.96,6.66,2.52,"",NA,"Pinot gris"
NA,13,9,"R3","13.9.R3",2.58,4.08,NA,NA,5.44,NA,NA,10.64,"only 1 spur",NA,"Cabernet franc"
NA,25,9,"R1","25.9.R1",4.26,3.62,3.6,3.19,5.5,4.78,21.02,21.49,"",NA,"Nebbiolo"
NA,28,7,"R1","28.7.R1",2.86,2.8,3.21,3.97,4.08,5.81,9.82,20.29,"",NA,"Refosco"
NA,12,3,"R5","12.3.R5",4.46,3.92,2.97,3.85,4.94,4.62,30.3,13.67,"",NA,"Auxerrois"
NA,21,9,"R2","21.9.R2",4.76,3.44,4.18,3.37,4.42,5.78,23.6,25.08,"",NA,"Gruner Veltiner"
NA,18,7,"R8","18.7.R8",1.85,1.31,2.91,2.98,1.31,4.72,7.08,4.28,"",NA,"Marsanne"
NA,20,2,"R2","20.2.R2",3.43,3.13,1.79,1.76,6.8,4.98,22.26,20.18,"green growth",NA,"Valdepenas"
NA,22,9,"R4","22.9.R4",3.83,4.54,5.19,3.97,6.59,5.68,12.51,10.4,"",NA,"Durif2"
NA,43,3,"R1","43.3.R1",3.72,4.89,NA,NA,6.34,NA,NA,5.89,"only 1 spur",NA,"July Muscat"
NA,29,7,"R4","29.7.R4",3.58,4.46,3.24,3.23,6.95,4.14,23.81,10.89,"",NA,"Tocai Friulano"
NA,12,5,"R6","12.5.R6",2.11,1.95,NA,NA,5.46,NA,NA,9.04,"only 1 spur",NA,"Chardonnay"
NA,13,3,"R7","13.3.R7",2.08,2.42,4.36,4.08,1.79,5.88,7.99,9.42,"",NA,"Pinot gris"
NA,13,5,"R5","13.5.R5",5.74,5.62,NA,NA,5.18,NA,NA,5.6,"only 1 spur",NA,"Pinot  Meunier"
NA,27,1,"R5","27.1.R5",4.11,3.01,NA,NA,7.38,NA,NA,15.27,"only 1 spur",NA,"Coda di Volpe"
NA,18,7,"R3","18.7.R3",3.98,5.42,4.2,3.74,4.6,5.64,34.8,9.71,"",NA,"Marsanne"
NA,22,7,"R2","22.7.R2",4.01,2.98,3.12,3.31,6.67,4.21,19.64,2.37,"",NA,"Furmint"
NA,21,9,"R7","21.9.R7",3.65,3.52,NA,NA,4.29,NA,NA,7.96,"only 1 spur",NA,"Gruner Veltiner"
NA,15,3,"R4","15.3.R4",2.54,1.94,4.54,3.95,1.69,5.38,24.94,6.32,"",NA,"Merlot"
NA,32,7,"R1","32.7.R1",5.82,4.45,NA,NA,5.52,NA,NA,16.01,"only 1 spur",NA,"Pinotage"
NA,32,5,"R1","32.5.R1",3.15,3.47,3.12,3.86,5.24,5.92,11.2,11.89,"",NA,"Rkatsiteli"
NA,17,3,"R8","17.3.R8",2.65,3.51,NA,NA,6.34,NA,NA,8.05,"only 1 spur",NA,"Alicante Bouchet"
NA,23,7,"R8","23.7.R8",5.02,4.74,NA,NA,6.94,NA,NA,8.94,"only 1 spur",NA,"Szagos feher"
NA,32,3,"R4","32.3.R4",5.33,4.06,NA,NA,8.25,NA,NA,14.14,"only 1 spur",NA,"Zinfandel/Primitivo"
NA,18,7,"R7","18.7.R7",4.94,3.34,4.46,4.8,6.11,5.06,11.13,10.23,"",NA,"Marsanne"
NA,13,5,"R1","13.5.R1",5.93,5.14,3.76,3.1,3.86,5.84,5.24,11.54,"",NA,"Pinot  Meunier"
NA,26,6,"R3","26.6.R3",4.12,3.54,3.75,4.23,6.55,4.81,5.45,7.47,"",NA,"Sangiovese"
NA,20,2,"R1","20.2.R1",4.42,3.73,3.01,4.5,4.94,6.73,12.73,28.6,"green growth",NA,"Valdepenas"
NA,23,7,"R5","23.7.R5",4.77,NA,3.9,4.41,4.14,5.04,6.23,NA,"first spur only has 1 bud",NA,"Szagos feher"
NA,20,4,"R5","20.4.R5",3.2,4.31,2.53,2.44,5.26,3.68,10.81,11.78,"",NA,"Viognier"
NA,43,3,"R5","43.3.R5",3.08,3.44,NA,NA,6.32,NA,NA,6.14,"green growth",NA,"July Muscat"
NA,12,3,"R4","12.3.R4",3.24,NA,2.8,3.42,4.32,4.23,16.08,NA,"first spur only has 1 bud",NA,"Auxerrois"
NA,39,3,"R3","39.3.R3",4.81,3.51,NA,NA,5.72,NA,NA,10.36,"only 1 spur",NA,"Calzin"
NA,23,7,"R1","23.7.R1",3.28,2.73,NA,NA,7.16,NA,NA,6.71,"only 1 spur",NA,"Szagos feher"
NA,NA,NA,"","UNLABELED 3",3.33,4.18,4.82,3.65,4.9,6.59,7.87,10.26,"",NA,NA
NA,27,1,"R2","27.1.R2",4.95,3.51,NA,NA,7.7,NA,NA,18.71,"only 1 spur",NA,"Coda di Volpe"
NA,19,9,"R3","19.9.R3",2.44,3.08,4.53,2.93,5.76,6.17,6.18,6.66,"",NA,"Syrah"
NA,18,3,"R7","18.3.R7",4.59,3.56,NA,NA,7.37,NA,NA,16.91,"only 1 spur",NA,"Counoise"
NA,NA,NA,"","UNLABELED 2",4.23,4.63,3.03,3.21,6.31,5.99,3.77,6.96,"",NA,NA
NA,21,9,"R5","21.9.R5",3.77,3.31,4.55,5.19,5.25,6.01,15.78,10.53,"",NA,"Gruner Veltiner"
NA,34,1,"R5","34.1.R5",3.5,2.6,3.5,3.14,4.58,5.52,7.45,11.04,"",NA,"Macabeo"
NA,42,7,"R3","42.7.R3",3.47,4.04,NA,NA,6.69,NA,NA,8.19,"green growth",NA,"Early Muscat"
NA,39,7,"R7","39.7.R7",3.5,2.46,NA,NA,5.89,NA,NA,4.06,"only 1 spur",NA,"Carnelian"
NA,34,5,"R4","34.5.R4",3.85,2.12,3.66,3.2,5.74,6.04,14.45,4.13,"",NA,"Morrastel"
NA,35,3,"R4","35.3.R4",2.85,2.4,4.68,NA,5.32,7.15,NA,5.96,"second spur only has 1 bud",NA,"Tempranillo"
NA,18,7,"R6","18.7.R6",3.9,2.98,3.09,2.54,5.87,6.67,6.19,4.88,"",NA,"Marsanne"
NA,18,3,"R5","18.3.R5",4.71,5.03,NA,NA,6.27,NA,NA,10.49,"only 1 spur",NA,"Counoise"
NA,12,3,"R2","12.3.R2",3.53,4.42,4.12,NA,5.32,7.33,NA,15.22,"second spur only has 1 bud",NA,"Auxerrois"
NA,13,9,"R6","13.9.R6",5.04,2.81,5.63,NA,5.91,5.9,NA,12.9,"second spur only has 1 bud",NA,"Cabernet franc"
NA,14,3,"R7","14.3.R7",4.29,NA,3.45,4.14,6,6.81,6.73,NA,"first spur only has 1 bud",NA,"Carmenere"
NA,32,7,"R3","32.7.R3",4.86,2.5,3.41,5.19,6.8,4.78,13.08,11,"",NA,"Pinotage"
NA,19,7,"R5","19.7.R5",2.27,4.22,NA,NA,6.31,NA,NA,7.07,"only 1 spur",NA,"Roussanne"
NA,18,1,"R8","18.1.R8",2.4,4.51,NA,NA,6.63,NA,NA,10.08,"only 1 spur",NA,"Cinsault"
NA,34,5,"R6","34.5.R6",3.95,2.15,3.12,2.31,5.8,4.95,5.28,6.35,"",NA,"Morrastel"
NA,13,9,"R7","13.9.R7",4.2,4.33,3.11,3.85,5.53,4.87,6.79,11.16,"",NA,"Cabernet franc"
NA,20,5,"R9","20.5.R9",2.92,2.31,3.71,3.46,4.34,4.37,34.96,6.83,"",NA,"Gewurtztraminer"
NA,26,6,"R7","26.6.R7",3.81,2.64,NA,NA,3.81,NA,NA,15.66,"only 1 spur",NA,"Sangiovese"
NA,24,1,"R5","24.1.R5",3.83,3.53,NA,NA,7.23,NA,NA,14.53,"only 1 spur",NA,"Barbera"
NA,29,7,"R6","29.7.R6",5.17,3.77,4.96,4.12,5.65,6.16,29.05,22.77,"",NA,"Tocai Friulano"
NA,12,1,"R4","12.1.R4",4.43,4.33,3.38,NA,4.67,4.97,NA,6.07,"second spur only has 1 bud",NA,"Aligote"
NA,22,7,"R6","22.7.R6",4.35,2.26,NA,NA,7.34,NA,NA,7.32,"only 1 spur",NA,"Furmint"
NA,14,3,"R6","14.3.R6",2.75,4.56,NA,NA,7,NA,NA,10.55,"only 1 spur",NA,"Carmenere"
NA,25,9,"R5","25.9.R5",3.37,4.56,4.3,5.67,5.21,5.47,3.57,7.22,"",NA,"Nebbiolo"
NA,13,9,"R4","13.9.R4",3.95,2.58,3.48,5.38,2.27,5.55,3.74,10.51,"",NA,"Cabernet franc"
NA,12,5,"R1","12.5.R1",NA,NA,NA,NA,NA,NA,NA,NA,"all green growth with a few leaves",NA,"Chardonnay"
NA,13,3,"R4","13.3.R4",4.35,3.56,2.77,3.94,6.03,3.48,4.54,7.13,"",NA,"Pinot gris"
NA,13,3,"R2","13.3.R2",3.04,NA,2.88,NA,4.33,3.49,NA,NA,"each spur only has 1 bud",NA,"Pinot gris"
NA,24,9,"R7","24.9.R7",2.45,4.24,NA,NA,7.31,NA,NA,9.09,"only 1 spur",NA,"Dolcetto"
NA,14,1,"R8","14.1.R8",5.92,4,NA,NA,6.04,NA,NA,15.2,"only 1 spur",NA,"Cabernet Sauvignon"
NA,42,7,"R5","42.7.R5",4.24,4.09,NA,NA,4.83,NA,NA,8.06,"only 1 spur",NA,"Early Muscat"
NA,20,5,"R6","20.5.R6",1.53,0.96,3,4.48,1.87,2.11,2.09,17.8,"green growth",NA,"Gewurtztraminer"
NA,12,10,"R4","12.10.R4",3.75,2.78,3.31,2.89,4.58,3.85,7.1,11.11,"",NA,"Melon"
NA,19,9,"R7","19.9.R7",2.54,3.99,3.4,3.88,6.51,5.28,7.55,30.58,"",NA,"Syrah"
NA,22,7,"R1","22.7.R1",3.84,5.19,NA,NA,5.89,NA,NA,1.97,"only 1 spur",NA,"Furmint"
NA,24,9,"R3","24.9.R3",3.59,4.94,NA,NA,5.84,NA,NA,5.81,"only 1 spur",NA,"Dolcetto"
NA,19,7,"R6","19.7.R6",3.45,3.61,NA,NA,5.6,NA,NA,18.62,"green growth",NA,"Roussanne"
NA,21,7,"R6","21.7.R6",3.79,4.37,NA,NA,6.5,NA,NA,8.05,"",NA,"Chasselas doree"
NA,40,9,"R4","40.9.R4",6.06,2.12,NA,NA,5.92,NA,NA,8.33,"only 1 spur",NA,"Ruby Cabernet"
NA,38,7,"R4","38.7.R4",3.2,4.47,5.3,4.47,4.95,6.79,12.46,24.74,"",NA,"Verdelho"
NA,39,3,"R5","39.3.R5",4.82,3.78,NA,NA,8.35,NA,NA,21.79,"only 1 spur",NA,"Calzin"
NA,20,5,"R8","20.5.R8",1.86,1.88,3.94,3.28,1.07,4.63,8.3,4.25,"",NA,"Gewurtztraminer"
NA,32,7,"R5","32.7.R5",3.26,4.7,2.52,1.55,5.83,6.93,9.38,6.85,"",NA,"Pinotage"
NA,20,4,"R1","20.4.R1",4.29,3.11,NA,NA,7.02,NA,NA,9.86,"only 1 spur",NA,"Viognier"
NA,15,3,"R6","15.3.R6",4.71,3.51,5,4.29,6.44,5.17,4.77,20.24,"",NA,"Merlot"
NA,13,3,"R9","13.3.R9",3.74,4.38,NA,NA,5,NA,NA,8.4,"only 1 spur",NA,"Pinot gris"
NA,18,3,"R2","18.3.R2",2.9,3.14,NA,NA,8.66,NA,NA,8.01,"only 1 spur",NA,"Counoise"
NA,38,7,"R5","38.7.R5",2.62,3.47,NA,NA,5.73,NA,NA,43.29,"only 1 spur",NA,"Verdelho"
NA,29,7,"R2","29.7.R2",3.91,4.06,4.05,4.98,5.17,5.59,12.98,11.53,"",NA,"Tocai Friulano"
NA,15,3,"R5","15.3.R5",3.71,3.82,NA,NA,5.76,NA,NA,12.6,"only 1 spur",NA,"Merlot"
NA,28,7,"R6","28.7.R6",4.47,3.28,4.33,4.86,4.81,5.65,8.03,15.69,"",NA,"Refosco"
NA,22,9,"R8","22.9.R8",4.04,4.81,5.09,3.51,6.39,7.78,7.65,8.11,"",NA,"Durif2"
NA,26,6,"R5","26.6.R5",4.5,2.93,3.61,2.97,5.21,4.93,7.04,11.4,"",NA,"Sangiovese"
NA,32,7,"R2","32.7.R2",4.92,3.6,4.83,5.15,5.34,7.02,12.29,8.49,"",NA,"Pinotage"
NA,34,7,"R6","34.7.R6",4,5.48,NA,NA,7.61,NA,NA,16.86,"green growth, only 1 spur",NA,"Palomino"
NA,39,3,"R1","39.3.R1",4.97,6.44,NA,NA,7.43,NA,NA,12.43,"only 1 spur",NA,"Calzin"
NA,35,3,"R2","35.3.R2",2.75,2.87,3.27,2.58,5.74,4.92,5.25,9.4,"",NA,"Tempranillo"
NA,24,1,"R6","24.1.R6",5.33,4.48,3.74,4.81,6.46,7.18,11.56,7.9,"",NA,"Barbera"
NA,14,3,"R8","14.3.R8",3.25,2.63,3.52,3.36,5.34,6.65,6.79,15.48,"",NA,"Carmenere"
NA,29,3,"R2","29.3.R2",4.66,3.21,3.97,4.44,5.6,5.45,7.77,13.62,"",NA,"Schiopettino"
NA,40,9,"R5","40.9.R5",4.49,4.42,NA,NA,8.47,NA,NA,20.6,"only 1 spur",NA,"Ruby Cabernet"
NA,12,5,"R4","12.5.R4",2.93,2.75,4,3.6,4.59,6.8,15.61,5.36,"",NA,"Chardonnay"
NA,28,7,"R2","28.7.R2",2.44,2.58,NA,NA,4.92,NA,NA,6.47,"only 1 spur",NA,"Refosco"
NA,35,3,"R3","35.3.R3",4.17,3.9,3.49,3.92,5.27,5.09,21.01,6.76,"",NA,"Tempranillo"
NA,43,3,"R4","43.3.R4",4.43,3.43,4.28,4.47,5.21,6.27,8.86,19.85,"",NA,"July Muscat"
NA,19,7,"R1","19.7.R1",3.46,3.5,4.06,3.56,5.27,6.2,14.2,9.61,"",NA,"Roussanne"
NA,16,1,"R1","16.1.R1",3.45,3.89,2.56,3.05,5.28,5.28,10.72,28.97,"",NA,"Sauvignon blanc"
NA,19,7,"R3","19.7.R3",3.17,4.01,3.46,3.73,7.12,5.96,15.15,9.27,"",NA,"Roussanne"
NA,39,7,"R3","39.7.R3",3.88,4.63,NA,NA,8.34,NA,NA,8.78,"only 1 spur",NA,"Carnelian"
NA,13,9,"R5","13.9.R5",2.41,2.08,2.94,2.95,3.08,4.04,21.28,5.03,"",NA,"Cabernet franc"
NA,40,9,"R8","40.9.R8",4.66,4.33,NA,NA,7.44,NA,NA,18.08,"only 1 spur",NA,"Ruby Cabernet"
NA,16,1,"R2","16.1.R2",2.48,4.15,NA,NA,6.57,NA,NA,7.13,"only 1 spur",NA,"Sauvignon blanc"
NA,18,5,"R7","18.5.R7",3.87,2.27,3.61,4.87,7.54,6.56,5.95,2.8,"",NA,"Durif1"
NA,20,4,"R8","20.4.R8",3.15,2.87,2.63,3.34,6.27,8.07,9.57,11.37,"",NA,"Viognier"
NA,39,3,"R4","39.3.R4",4.25,3.65,4.83,3.55,7.47,5.42,4.05,14.74,"",NA,"Calzin"
NA,44,1,"R2","44.1.R2",4,3.8,4.12,3.64,7.78,6.62,22.93,3.46,"",NA,"Ruby Seedless"
NA,12,10,"R5","12.10.R5",3.77,2.6,3.36,4.07,4.54,6.07,9.59,7.52,"",NA,"Melon"
NA,18,3,"R9","18.3.R9",5.55,2.73,NA,NA,9.63,NA,NA,9.18,"only 1 spur",NA,"Counoise"
NA,35,3,"R1","35.3.R1",3,3.99,3.67,4.21,5.65,6.78,11.23,14.54,"",NA,"Tempranillo"
NA,20,5,"R1","20.5.R1",4.36,2.6,NA,NA,4.74,NA,NA,3.54,"only 1 spur",NA,"Gewurtztraminer"
NA,22,1,"R3","22.1.R3",1.73,2.48,NA,NA,5.38,NA,NA,1.82,"only 1 spur",NA,"Rotgipfler"
NA,12,1,"R2","12.1.R2",3.91,4.05,3.76,4.34,4.51,5.21,9.35,5.1,"",NA,"Aligote"
NA,21,7,"R1","21.7.R1",3.21,3.83,3.58,2.34,4.96,7.33,5.42,10.29,"",NA,"Chasselas doree"
NA,17,2,"R3","17.2.R3",3.39,3.68,4.14,4.66,7.13,6.54,4.9,4.96,"",NA,"Ugni blanc/Trebbiano"
NA,25,9,"R6","25.9.R6",3.76,3.19,3.83,2.74,5.04,6.96,8.07,3.88,"",NA,"Nebbiolo"
NA,23,7,"R3","23.7.R3",3.33,2.74,5.64,5,7.11,6.57,4.35,6.07,"",NA,"Szagos feher"
NA,34,5,"R5","34.5.R5",4.9,5.3,NA,NA,7.66,NA,NA,14.2,"only 1 spur",NA,"Morrastel"
NA,32,3,"R1","32.3.R1",4.65,4.6,4.07,4.21,5.87,6.14,15.62,13.3,"",NA,"Zinfandel/Primitivo"
NA,23,7,"R7","23.7.R7",2.18,2.86,2.97,4.59,6.84,5.2,5.32,9.99,"",NA,"Szagos feher"
NA,17,2,"R1","17.2.R1",3.6,3.61,4.14,5.7,5.41,7.38,11.4,9.89,"",NA,"Ugni blanc/Trebbiano"
NA,22,9,"R1","22.9.R1",4.6,5.19,NA,NA,7.72,NA,NA,16.95,"only 1 spur",NA,"Durif2"
NA,14,3,"R3","14.3.R3",2.01,3.06,5.38,4.63,5.4,6.24,10.28,7.46,"",NA,"Carmenere"
NA,29,3,"R6","29.3.R6",4.53,5.15,NA,NA,7.71,NA,NA,8.48,"only 1 spur",NA,"Schiopettino"
NA,14,1,"R2","14.1.R2",4.23,6.23,NA,NA,6.38,NA,NA,17.87,"only 1 spur",NA,"Cabernet Sauvignon"
NA,26,6,"R4","26.6.R4",3.09,3.83,3.24,3.12,3.99,5.73,10.19,5.81,"green growth",NA,"Sangiovese"
NA,32,5,"R2","32.5.R2",4.53,4.53,NA,NA,7.72,NA,NA,10.12,"only 1 spur",NA,"Rkatsiteli"
NA,22,7,"R7","22.7.R7",4.13,4.41,NA,NA,6.54,NA,NA,14.08,"only 1 spur",NA,"Furmint"
NA,13,3,"R8","13.3.R8",2.6,4.48,3.2,3.08,5.03,3.11,11.12,11.11,"",NA,"Pinot gris"
NA,13,9,"R1","13.9.R1",3.87,4.01,2.69,3.85,6.32,3.39,4.68,5.84,"",NA,"Cabernet franc"
NA,18,3,"R3","18.3.R3",4.03,3.58,3.96,3.99,6.47,7.81,7.05,8.32,"",NA,"Counoise"
NA,12,10,"R3","12.10.R3",2.86,3.68,2.65,3.86,4.29,5.23,4.84,12.15,"",NA,"Melon"
NA,20,5,"R4","20.5.R4",2.59,3.05,NA,NA,4.91,NA,NA,8.76,"only 1 spur",NA,"Gewurtztraminer"
NA,NA,NA,"","UNLABELED 4",3.77,5.04,3.37,3.7,5.42,5.44,10.07,13.78,"",NA,NA
NA,34,1,"R1","34.1.R1",3.76,3.06,4.03,3.5,4.71,5.38,5.73,9.94,"",NA,"Macabeo"
NA,12,5,"R7","12.5.R7",2.51,3.52,NA,NA,5.6,NA,NA,9.51,"only 1 spur",NA,"Chardonnay"
NA,38,7,"R1","38.7.R1",2.55,3.5,3.37,2.48,5.96,6.02,12.16,9.85,"",NA,"Verdelho"
NA,23,3,"R5","32.3.R5",3.62,3.95,NA,NA,4.99,NA,NA,9.59,"only 1 spur",NA,NA
NA,34,7,"R3","34.7.R3",4.33,3.65,2.12,2.55,7.81,2.33,6.49,14.97,"green growth",NA,"Palomino"
NA,23,7,"R2","23.7.R2",1.95,2.36,NA,NA,5.11,NA,NA,7.47,"only 1 spur",NA,"Szagos feher"
NA,43,3,"R2","43.3.R2",1.88,2.76,5.82,6.67,2.18,7.11,17.11,9.24,"green growth",NA,"July Muscat"
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
